team,fifa_rank,total_fifa_points,home_team_score,team_result,goalkeeper_score,mean_defense_score,mean_offense_score,mean_midfield_score
Italy,1,0,2,1,88.22608695652174,85.02999999999999,85.26304347826088,84.19304347826088
Japan,34,0,4,1,70.38150289017341,72.69239130434782,72.84112903225807,76.91156716417912
Kazakhstan,120,0,1,-1,65.0,,,68.5
Liechtenstein,142,0,3,1,65.43023255813954,,,
Luxembourg,176,0,0,-1,66.95,67.61147540983606,,67.35625
North Macedonia,67,0,3,1,70.95238095238095,68.31843971631207,71.62012578616351,69.16833333333334
Malta,124,0,2,-1,64.0,,60.3,
Mexico,13,0,2,-1,79.18849840255591,76.98466453674123,79.17284345047923,77.7884984025559
Morocco,38,0,2,1,72.08673469387755,75.72857142857143,77.05612244897958,76.47193877551021
Netherlands,5,0,2,1,83.23287671232876,80.73470319634704,85.47853881278539,83.70913242009134
Paraguay,31,0,1,1,74.10731707317073,74.98439024390244,78.3609756097561,74.34341463414634
Poland,16,0,0,-1,82.10502283105023,75.83470319634704,79.27488584474885,76.73013698630137
Russia,26,0,2,1,82.52659574468085,77.77872340425532,78.69361702127661,79.10797872340426
San Marino,196,0,1,-1,52.61538461538461,,,
Sierra Leone,172,0,1,1,,63.2,67.70882352941176,62.71515151515151
Sweden,20,0,1,0,76.50431034482759,77.11206896551724,81.57327586206897,77.84181034482756
Switzerland,42,0,0,-1,80.17948717948718,78.14717948717949,76.52717948717948,78.71846153846155
Turkey,21,0,0,-1,79.36893203883496,76.83592233009709,77.7864077669903,79.56747572815534
Ukraine,17,0,5,1,77.66863905325444,74.04344827586208,75.55271739130433,74.66141304347826
United Arab Emirates,102,0,0,-1,70.53125,64.51875,64.3,67.26875000000001
Kyrgyz Republic,149,0,2,1,66.70833333333333,,,
Bahrain,98,0,4,1,,,,
China PR,89,0,7,1,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Timor-Leste,200,0,2,-1,,,,
Mongolia,176,0,1,-1,,,,
Sri Lanka,166,0,0,-1,,,,
Pakistan,179,0,0,-1,,,,
South Africa,83,0,0,1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Afghanistan,190,0,1,-1,,,,
Myanmar,147,0,0,-1,,,,
Hong Kong,135,0,8,1,,,,
Iraq,69,0,0,0,52.407407407407405,66.5,64.0,66.30149253731344
Jordan,111,0,2,1,68.0,59.0,,63.5
Korea DPR,129,0,5,1,,,67.96666666666667,
Malaysia,166,0,0,0,,,,
Maldives,174,0,2,1,,,,
Nepal,186,0,0,-1,,,,
Qatar,84,0,5,1,,,,
Tajikistan,152,0,5,1,,,,
Turkmenistan,158,0,4,1,,,,
United Arab Emirates,97,0,5,1,70.53125,64.51875,64.3,67.26875000000001
India,145,0,2,0,64.25,59.52738095238095,61.16309523809524,59.50119047619047
Saudi Arabia,52,0,1,1,70.91803278688525,71.3360655737705,70.51967213114754,73.08524590163934
Indonesia,125,0,1,-1,,,,
Saudi Arabia,52,0,2,1,70.91803278688525,71.3360655737705,70.51967213114754,73.08524590163934
Singapore,140,0,2,1,,,,
Yemen,136,0,1,0,,,,
Hong Kong,135,0,0,0,,,,
Austria,88,0,0,-1,75.57303370786516,76.67640449438203,75.07078651685393,76.9258426966292
Djibouti,200,0,1,1,,,,
France,4,0,2,0,86.86808510638298,84.08127659574467,85.7,86.15872340425533
Qatar,84,0,1,-1,,,,
Albania,70,0,2,-1,72.08571428571429,72.73764705882351,68.18855421686746,71.75060240963856
Andorra,173,0,0,-1,,,,
Angola,73,0,2,1,63.74038461538461,64.78521739130436,71.87393617021276,66.81475409836065
Argentina,1,0,3,1,80.69396551724138,82.98189655172415,88.26034482758621,84.42801724137932
Australia,52,0,1,1,78.35960591133005,72.60344827586206,74.43054187192119,74.16798029556651
Benin,84,0,1,1,65.12328767123287,67.98611111111111,68.68548387096774,67.98163265306123
Bulgaria,34,0,1,1,73.55625,69.34937500000001,73.28687500000001,73.18375
Colombia,25,0,1,1,78.23671497584542,78.81932367149757,80.5304347826087,77.88164251207729
Comoros,185,0,0,-1,71.0,64.32499999999999,,67.64883720930231
Czech Republic,9,0,3,1,85.58883248730965,77.84467005076142,76.65431472081217,78.90710659898477
Fiji,127,0,3,0,,,,
Finland,44,0,2,1,79.64615384615385,73.15641025641025,71.73333333333333,73.60205128205129
Germany,5,0,4,1,89.05371900826447,84.6888429752066,83.60206611570247,85.79669421487601
Greece,14,0,5,1,79.5979381443299,78.5922680412371,76.6721649484536,77.3283505154639
Guatemala,100,0,0,-1,67.1,,67.0,
Guinea-Bissau,190,0,0,0,58.0,66.13529411764705,70.44727272727273,70.60454545454546
Israel,37,0,2,1,71.11811023622047,66.27272727272727,73.78264462809916,72.91666666666667
Latvia,86,0,4,1,67.375,63.62857142857144,67.39565217391304,64.5
Lithuania,90,0,2,1,71.92561983471074,64.60851063829789,65.84603174603174,62.96170212765957
North Macedonia,75,0,2,1,70.95238095238095,68.31843971631207,71.62012578616351,69.16833333333334
Moldova,61,0,3,1,63.19469026548673,65.51632653061225,60.63846153846153,64.55416666666666
Netherlands,7,0,1,1,83.23287671232876,80.73470319634704,85.47853881278539,83.70913242009134
Northern Ireland,36,0,2,1,72.47239263803681,73.23006134969326,68.95828220858895,72.8355828220859
Norway,21,0,1,-1,75.29032258064517,76.02956989247312,76.98387096774194,76.43602150537633
Paraguay,26,0,5,1,74.10731707317073,74.98439024390244,78.3609756097561,74.34341463414634
Poland,20,0,2,1,82.10502283105023,75.83470319634704,79.27488584474885,76.73013698630137
Portugal,8,0,1,1,81.80973451327434,82.89159292035399,84.93362831858407,83.59026548672567
Scotland,13,0,1,-1,76.67088607594937,75.62974683544304,75.77215189873418,77.34240506329114
Senegal,34,0,3,1,72.35828877005348,77.5144385026738,79.81818181818181,76.35026737967914
South Africa,83,0,0,-1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Spain,6,0,3,1,88.78481012658227,85.50928270042195,85.8746835443038,87.1278481012658
Tunisia,43,0,2,1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Vanuatu,131,0,1,-1,,,,
Wales,58,0,2,0,73.81656804733728,74.66568047337279,74.3414201183432,78.3526627218935
Ghana,47,0,2,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Jamaica,103,0,3,1,67.77272727272727,69.72171717171717,72.04747474747474,69.78838383838384
Peru,61,0,1,0,68.58895705521472,71.58545454545455,76.39347826086956,73.66835443037974
St. Kitts and Nevis,156,0,3,1,,,,
Eswatini,151,0,0,-1,,,,
Syria,126,0,7,1,,,,69.2
Tajikistan,152,0,1,0,,,,
Thailand,114,0,1,1,66.38461538461539,,,
Turkmenistan,158,0,3,1,,,,
Uruguay,17,0,2,0,79.36018957345972,79.64644549763034,83.57725118483413,78.51469194312797
Algeria,89,0,3,1,70.28676470588235,74.36149425287357,75.62637362637362,75.28296703296704
Angola,73,0,0,-1,63.74038461538461,64.78521739130436,71.87393617021276,66.81475409836065
Colombia,25,0,2,1,78.23671497584542,78.81932367149757,80.5304347826087,77.88164251207729
South Africa,83,0,2,1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Switzerland,41,0,0,-1,80.17948717948718,78.14717948717949,76.52717948717948,78.71846153846155
Venezuela,56,0,5,1,67.53333333333333,71.41796875,74.44065934065935,73.21342281879194
Andorra,173,0,0,-1,,,,
Armenia,82,0,0,-1,63.7037037037037,,70.24459459459457,72.8742857142857
Austria,88,0,0,0,75.57303370786516,76.67640449438203,75.07078651685393,76.9258426966292
Azerbaijan,116,0,0,-1,60.6875,,63.125,62.46
Belarus,94,0,2,1,71.07339449541284,65.71857142857144,69.00263157894737,69.74444444444444
Brazil,2,0,2,1,86.26122448979592,85.92040816326531,86.53102040816326,85.34367346938775
Chile,45,0,0,-1,77.87443946188341,74.42117117117115,78.69008620689655,79.35043103448274
Cyprus,57,0,0,-1,64.0,66.69722222222224,69.3857142857143,62.92121212121211
Denmark,29,0,3,1,79.66494845360825,78.64845360824742,77.47835051546392,78.99742268041237
Ecuador,59,0,5,1,71.45086705202313,70.73036649214659,75.36473988439306,74.93815028901734
England,11,0,2,-1,83.24074074074075,84.69305555555556,85.11898148148147,84.51111111111112
Equatorial Guinea,72,0,1,0,63.48888888888889,,61.578947368421055,
Georgia,71,0,0,-1,69.71551724137932,70.67880794701986,67.68791946308725,69.96690647482015
Germany,5,0,0,0,89.05371900826447,84.6888429752066,83.60206611570247,85.79669421487601
Ghana,47,0,4,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Hungary,48,0,1,-1,76.21311475409836,70.81420765027322,72.82568306010928,73.43551912568306
Israel,37,0,1,1,71.11811023622047,66.27272727272727,73.78264462809916,72.91666666666667
Italy,3,0,3,1,88.22608695652174,85.02999999999999,85.26304347826088,84.19304347826088
Jamaica,103,0,2,1,67.77272727272727,69.72171717171717,72.04747474747474,69.78838383838384
Malta,137,0,1,-1,64.0,,60.3,
Morocco,42,0,3,1,72.08673469387755,75.72857142857143,77.05612244897958,76.47193877551021
New Caledonia,120,0,4,1,,,,
New Zealand,128,0,4,1,64.22340425531915,68.08924731182793,68.88709677419352,64.35851063829786
Oman,81,0,2,0,72.96347031963471,,62.70000000000001,
Panama,65,0,1,0,70.6842105263158,68.54329896907217,67.89655172413792,67.85064935064935
Portugal,8,0,0,0,81.80973451327434,82.89159292035399,84.93362831858407,83.59026548672567
Qatar,84,0,1,-1,,,,
Romania,12,0,6,1,75.96756756756757,75.95729729729729,75.50162162162162,74.86054054054054
San Marino,196,0,0,-1,52.61538461538461,,,
Serbia,27,0,2,0,76.43820224719101,80.24662921348315,78.25786516853931,80.30449438202248
Slovenia,76,0,0,-1,81.31927710843374,72.36746987951807,74.62469879518072,74.54698795180722
Spain,6,0,1,1,88.78481012658227,85.50928270042195,85.8746835443038,87.1278481012658
Sweden,24,0,2,1,76.50431034482759,77.11206896551724,81.57327586206897,77.84181034482756
Tanzania,106,0,1,1,,,,
Turkey,28,0,1,1,79.36893203883496,76.83592233009709,77.7864077669903,79.56747572815534
Ukraine,22,0,2,0,77.66863905325444,74.04344827586208,75.55271739130433,74.66141304347826
United Arab Emirates,97,0,0,-1,70.53125,64.51875,64.3,67.26875000000001
Uzbekistan,63,0,0,0,,,,66.512
Oman,81,0,1,0,72.96347031963471,,62.70000000000001,
Serbia,30,0,1,1,76.43820224719101,80.24662921348315,78.25786516853931,80.30449438202248
Sudan,105,0,1,1,,,62.29999999999999,
Antigua and Barbuda,156,0,2,1,,61.2,,
Guinea-Bissau,181,0,2,1,58.0,66.13529411764705,70.44727272727273,70.60454545454546
Cabo Verde,112,0,0,0,59.131147540983605,68.24565217391304,72.75841584158417,68.77972972972974
Sudan,105,0,1,1,,,62.29999999999999,
Guinea-Bissau,181,0,1,0,58.0,66.13529411764705,70.44727272727273,70.60454545454546
Tanzania,103,0,2,1,,,,
Rwanda,119,0,2,1,,,,
Uganda,94,0,7,1,,62.5,62.078125,61.55555555555556
Somalia,194,0,0,-1,,,,
Djibouti,175,0,2,-1,,,,
Oman,76,0,0,-1,72.96347031963471,,62.70000000000001,
Rwanda,119,0,0,-1,,,,
Kenya,100,0,0,-1,63.4264705882353,,61.7,68.86875
Tanzania,103,0,1,1,,,,
Djibouti,175,0,0,-1,,,,
Bermuda,138,0,1,-1,56.92857142857143,,61.5,
Eritrea,126,0,3,1,,,,
Kenya,100,0,2,1,63.4264705882353,,61.7,68.86875
Ethiopia,108,0,0,0,,,,
Tanzania,103,0,0,0,,,,
Bermuda,138,0,4,1,56.92857142857143,,61.5,
Oman,76,0,4,1,72.96347031963471,,62.70000000000001,
Burundi,109,0,2,1,,,,63.839999999999996
Tanzania,89,0,1,-1,,,,
Uganda,76,0,1,0,,62.5,62.078125,61.55555555555556
Burundi,109,0,1,-1,,,,63.839999999999996
Uganda,76,0,0,-1,,62.5,62.078125,61.55555555555556
Burundi,109,0,0,-1,,,,63.839999999999996
Sudan,92,0,2,0,,,62.29999999999999,
Thailand,121,0,3,1,66.38461538461539,,,
Gambia,117,0,2,1,66.25806451612904,66.29833333333333,66.07848101265823,65.60645161290323
Korea DPR,115,0,2,0,,,67.96666666666667,
Thailand,121,0,1,1,66.38461538461539,,,
Kuwait,119,0,3,1,65.0,,,
Egypt,39,0,3,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Tunisia,47,0,1,-1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Tunisia,47,0,1,1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Nigeria,20,0,2,1,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
Egypt,39,0,1,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Qatar,87,0,0,0,,,,
United Arab Emirates,100,0,0,0,70.53125,64.51875,64.3,67.26875000000001
Guinea,33,0,6,1,60.42528735632184,68.6461038961039,72.13192771084339,71.85597484276728
Kuwait,119,0,0,-1,65.0,,,
Morocco,39,0,2,1,72.08673469387755,75.72857142857143,77.05612244897958,76.47193877551021
Senegal,38,0,3,1,72.35828877005348,77.5144385026738,79.81818181818181,76.35026737967914
Angola,73,0,3,0,63.74038461538461,64.78521739130436,71.87393617021276,66.81475409836065
Barbados,128,0,3,1,48.0,,61.00689655172413,
Costa Rica,70,0,0,-1,78.62439024390244,69.99879032258065,71.24524714828897,70.52016129032258
South Africa,77,0,2,1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Syria,107,0,0,0,,,,69.2
Bahrain,100,0,1,1,,,,
Benin,94,0,1,-1,65.12328767123287,67.98611111111111,68.68548387096774,67.98163265306123
Bermuda,147,0,0,-1,56.92857142857143,,61.5,
Morocco,39,0,2,1,72.08673469387755,75.72857142857143,77.05612244897958,76.47193877551021
South Africa,78,0,2,1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Bermuda,147,0,0,-1,56.92857142857143,,61.5,
USA,20,0,2,1,81.07829181494662,75.00427046263346,76.0338078291815,77.09928825622777
China PR,82,0,0,0,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Ghana,43,0,2,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Guyana,129,0,1,-1,54.2,,,64.5
Mali,47,0,1,1,65.48226950354609,72.70760233918129,74.66374269005848,75.94619883040936
Namibia,119,0,1,-1,65.0,,,
Nigeria,19,0,0,-1,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
Belize,201,0,0,-1,,,,
Egypt,35,0,4,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Sudan,94,0,0,-1,,,62.29999999999999,
Bahrain,100,0,1,-1,,,,
South Africa,78,0,1,0,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Tunisia,46,0,2,0,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Ghana,43,0,1,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Guinea,33,0,3,1,60.42528735632184,68.6461038961039,72.13192771084339,71.85597484276728
Iraq,67,0,1,0,52.407407407407405,66.5,64.0,66.30149253731344
Kuwait,115,0,0,-1,65.0,,,
C̫te d'Ivoire,38,0,4,1,69.61333333333333,77.45244444444445,81.54177777777778,78.60933333333332
Nigeria,19,0,0,0,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
Bahrain,100,0,2,1,,,,
Cameroon,25,0,5,1,77.68780487804878,77.87170731707317,78.71317073170732,76.86439024390242
Egypt,35,0,3,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Haiti,73,0,0,0,70.14583333333333,65.5047619047619,63.182857142857145,64.0566037735849
Japan,34,0,0,0,70.38150289017341,72.69239130434782,72.84112903225807,76.91156716417912
Puerto Rico,196,0,2,0,65.35714285714286,,,
China PR,82,0,2,1,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Oman,92,0,2,1,72.96347031963471,,62.70000000000001,
Senegal,40,0,1,-1,72.35828877005348,77.5144385026738,79.81818181818181,76.35026737967914
Tunisia,46,0,3,1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Ghana,43,0,2,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Guinea,33,0,1,0,60.42528735632184,68.6461038961039,72.13192771084339,71.85597484276728
Jordan,112,0,4,1,68.0,59.0,,63.5
Haiti,73,0,0,0,70.14583333333333,65.5047619047619,63.182857142857145,64.0566037735849
C̫te d'Ivoire,38,0,3,1,69.61333333333333,77.45244444444445,81.54177777777778,78.60933333333332
Nigeria,19,0,2,1,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
Trinidad and Tobago,78,0,2,1,65.38993710691824,65.070796460177,70.61742424242425,66.92465753424658
Cameroon,25,0,3,1,77.68780487804878,77.87170731707317,78.71317073170732,76.86439024390242
Egypt,35,0,1,0,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
IR Iran,41,0,0,0,68.36065573770492,68.97241379310346,70.98275862068965,69.9951219512195
Japan,34,0,3,1,70.38150289017341,72.69239130434782,72.84112903225807,76.91156716417912
Korea Republic,41,0,0,-1,73.84824902723736,72.6466926070039,75.08949416342413,75.06031128404669
Oman,92,0,1,0,72.96347031963471,,62.70000000000001,
Saudi Arabia,57,0,2,1,70.91803278688525,71.3360655737705,70.51967213114754,73.08524590163934
Jordan,112,0,2,1,68.0,59.0,,63.5
Senegal,40,0,1,0,72.35828877005348,77.5144385026738,79.81818181818181,76.35026737967914
Tunisia,46,0,0,0,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
United Arab Emirates,99,0,0,-1,70.53125,64.51875,64.3,67.26875000000001
Belarus,62,0,2,1,71.07339449541284,65.71857142857144,69.00263157894737,69.74444444444444
Malta,136,0,0,-1,64.0,,60.3,
Azerbaijan,116,0,0,0,60.6875,,63.125,62.46
Bermuda,147,0,1,0,56.92857142857143,,61.5,
Ghana,43,0,2,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
C̫te d'Ivoire,38,0,5,1,69.61333333333333,77.45244444444445,81.54177777777778,78.60933333333332
Venezuela,59,0,1,1,67.53333333333333,71.41796875,74.44065934065935,73.21342281879194
Armenia,85,0,2,1,63.7037037037037,,70.24459459459457,72.8742857142857
Egypt,35,0,2,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Malta,136,0,1,1,64.0,,60.3,
Tunisia,46,0,2,-1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Armenia,85,0,0,-1,63.7037037037037,,70.24459459459457,72.8742857142857
Aruba,201,0,0,-1,,,,
Australia,48,0,3,1,78.35960591133005,72.60344827586206,74.43054187192119,74.16798029556651
Austria,90,0,0,-1,75.57303370786516,76.67640449438203,75.07078651685393,76.9258426966292
Belize,201,0,3,1,,,,
Bolivia,106,0,2,1,66.93,67.37333333333333,68.734126984127,68.21000000000002
Burundi,121,0,0,0,,,,63.839999999999996
Croatia,10,0,0,-1,78.67632850241546,78.8096618357488,80.08550724637682,81.20241545893721
Cyprus,65,0,1,0,64.0,66.69722222222224,69.3857142857143,62.92121212121211
Czech Republic,6,0,0,-1,85.58883248730965,77.84467005076142,76.65431472081217,78.90710659898477
Dominica,188,0,1,0,,,,
El Salvador,135,0,12,1,61.0,,,64.5
England,12,0,2,1,83.24074074074075,84.69305555555556,85.11898148148147,84.51111111111112
Georgia,76,0,1,-1,69.71551724137932,70.67880794701986,67.68791946308725,69.96690647482015
Greece,11,0,2,1,79.5979381443299,78.5922680412371,76.6721649484536,77.3283505154639
Honduras,54,0,2,1,61.0,70.97786259541985,70.20113636363637,70.27410714285715
Hungary,50,0,1,0,76.21311475409836,70.81420765027322,72.82568306010928,73.43551912568306
IR Iran,41,0,0,0,68.36065573770492,68.97241379310346,70.98275862068965,69.9951219512195
Iraq,67,0,1,0,52.407407407407405,66.5,64.0,66.30149253731344
Republic of Ireland,36,0,0,-1,79.02127659574468,76.68351063829788,75.6590425531915,77.32606382978723
Israel,26,0,1,1,71.11811023622047,66.27272727272727,73.78264462809916,72.91666666666667
Italy,3,0,3,1,88.22608695652174,85.02999999999999,85.26304347826088,84.19304347826088
Jamaica,98,0,1,0,67.77272727272727,69.72171717171717,72.04747474747474,69.78838383838384
Japan,34,0,4,1,70.38150289017341,72.69239130434782,72.84112903225807,76.91156716417912
Jordan,112,0,0,-1,68.0,59.0,,63.5
Kazakhstan,108,0,0,-1,65.0,,,68.5
Korea Republic,41,0,4,1,73.84824902723736,72.6466926070039,75.08949416342413,75.06031128404669
Lebanon,133,0,0,-1,59.627450980392155,,,
North Macedonia,60,0,1,0,70.95238095238095,68.31843971631207,71.62012578616351,69.16833333333334
Malta,136,0,0,-1,64.0,,60.3,
Northern Ireland,32,0,0,-1,72.47239263803681,73.23006134969326,68.95828220858895,72.8355828220859
Oman,92,0,0,-1,72.96347031963471,,62.70000000000001,
Saudi Arabia,57,0,2,1,70.91803278688525,71.3360655737705,70.51967213114754,73.08524590163934
Slovenia,81,0,1,-1,81.31927710843374,72.36746987951807,74.62469879518072,74.54698795180722
Spain,4,0,1,1,88.78481012658227,85.50928270042195,85.8746835443038,87.1278481012658
Turkey,16,0,0,0,79.36893203883496,76.83592233009709,77.7864077669903,79.56747572815534
Turks and Caicos Islands,179,0,2,1,,,,
United Arab Emirates,99,0,2,1,70.53125,64.51875,64.3,67.26875000000001
Uruguay,28,0,2,0,79.36018957345972,79.64644549763034,83.57725118483413,78.51469194312797
USA,20,0,2,0,81.07829181494662,75.00427046263346,76.0338078291815,77.09928825622777
Venezuela,59,0,1,0,67.53333333333333,71.41796875,74.44065934065935,73.21342281879194
Wales,58,0,3,1,73.81656804733728,74.66568047337279,74.3414201183432,78.3526627218935
Ghana,43,0,0,-1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
C̫te d'Ivoire,38,0,1,-1,69.61333333333333,77.45244444444445,81.54177777777778,78.60933333333332
Ghana,43,0,4,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Lesotho,154,0,0,-1,,,,
Eswatini,148,0,1,-1,,,,
Botswana,101,0,1,1,,,,
Cameroon,25,0,0,-1,77.68780487804878,77.87170731707317,78.71317073170732,76.86439024390242
Eswatini,148,0,2,0,,,,
China PR,75,0,2,-1,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Japan,35,0,1,0,70.38150289017341,72.69239130434782,72.84112903225807,76.91156716417912
China PR,75,0,0,-1,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Korea Republic,41,0,1,0,73.84824902723736,72.6466926070039,75.08949416342413,75.06031128404669
China PR,75,0,3,1,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Japan,35,0,1,0,70.38150289017341,72.69239130434782,72.84112903225807,76.91156716417912
Guyana,132,0,0,0,54.2,,,64.5
Dominican Republic,166,0,1,-1,,,,
Poland,20,0,2,1,82.10502283105023,75.83470319634704,79.27488584474885,76.73013698630137
Dominican Republic,166,0,0,-1,,,,
Qatar,96,0,1,-1,,,,
Mauritius,166,0,1,-1,,,,
South Africa,70,0,2,1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
British Virgin Islands,193,0,0,0,,,,
British Virgin Islands,193,0,1,0,,,,
China PR,80,0,3,0,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Iceland,89,0,3,1,67.19565217391305,70.6538860103627,73.79740932642488,72.53367875647669
Qatar,99,0,2,1,,,,
Oman,86,0,1,0,72.96347031963471,,62.70000000000001,
Trinidad and Tobago,93,0,1,1,65.38993710691824,65.070796460177,70.61742424242425,66.92465753424658
Bahrain,82,0,1,1,,,,
Kuwait,121,0,0,0,65.0,,,
Singapore,131,0,0,0,,,,
Uzbekistan,70,0,4,1,,,,66.512
Venezuela,57,0,1,1,67.53333333333333,71.41796875,74.44065934065935,73.21342281879194
Gabon,104,0,0,0,67.17,67.74750000000002,71.58157894736841,73.10985915492958
Nepal,188,0,2,1,,,,
Togo,74,0,0,-1,68.76991150442478,62.15,72.3161971830986,68.10412371134021
Algeria,78,0,1,0,70.28676470588235,74.36149425287357,75.62637362637362,75.28296703296704
Andorra,179,0,0,-1,,,,
Anguilla,199,0,0,-1,,,,
Antigua and Barbuda,140,0,1,1,,61.2,,
Armenia,83,0,1,1,63.7037037037037,,70.24459459459457,72.8742857142857
Austria,88,0,3,-1,75.57303370786516,76.67640449438203,75.07078651685393,76.9258426966292
Bahamas,178,0,1,0,,,,
Bahrain,82,0,1,1,,,,
Barbados,137,0,1,1,48.0,,61.00689655172413,
Belarus,61,0,2,0,71.07339449541284,65.71857142857144,69.00263157894737,69.74444444444444
Belgium,42,0,1,-1,82.44329896907216,81.2360824742268,81.72319587628864,81.53298969072165
Bosnia and Herzegovina,60,0,2,0,76.24705882352941,72.82823529411765,76.86117647058825,77.59764705882353
Botswana,107,0,0,-1,,,,
Brazil,2,0,1,1,86.26122448979592,85.92040816326531,86.53102040816326,85.34367346938775
Bulgaria,19,0,2,1,73.55625,69.34937500000001,73.28687500000001,73.18375
China PR,80,0,0,0,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Denmark,33,0,1,0,79.66494845360825,78.64845360824742,77.47835051546392,78.99742268041237
Ecuador,54,0,3,1,71.45086705202313,70.73036649214659,75.36473988439306,74.93815028901734
Egypt,30,0,0,-1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Estonia,129,0,2,1,67.92682926829268,66.13894736842106,61.963793103448275,63.55384615384614
France,7,0,1,1,86.86808510638298,84.08127659574467,85.7,86.15872340425533
Ghana,15,0,1,-1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Grenada,157,0,10,1,,,,
Honduras,43,0,2,1,61.0,70.97786259541985,70.20113636363637,70.27410714285715
Hungary,51,0,0,-1,76.21311475409836,70.81420765027322,72.82568306010928,73.43551912568306
Israel,22,0,1,1,71.11811023622047,66.27272727272727,73.78264462809916,72.91666666666667
C̫te d'Ivoire,23,0,0,-1,69.61333333333333,77.45244444444445,81.54177777777778,78.60933333333332
Jamaica,103,0,2,0,67.77272727272727,69.72171717171717,72.04747474747474,69.78838383838384
Korea DPR,126,0,0,0,,,67.96666666666667,
Kuwait,121,0,2,0,65.0,,,
Lithuania,55,0,1,1,71.92561983471074,64.60851063829789,65.84603174603174,62.96170212765957
Luxembourg,152,0,0,-1,66.95,67.61147540983606,,67.35625
Malta,134,0,7,1,64.0,,60.3,
Montenegro,175,0,3,1,62.34615384615385,72.31600000000003,75.26880000000004,69.43025210084035
Montserrat,202,0,1,-1,,,,
Namibia,122,0,1,-1,65.0,,,
Northern Ireland,34,0,4,1,72.47239263803681,73.23006134969326,68.95828220858895,72.8355828220859
Peru,66,0,3,1,68.58895705521472,71.58545454545455,76.39347826086956,73.66835443037974
Poland,24,0,0,-1,82.10502283105023,75.83470319634704,79.27488584474885,76.73013698630137
Portugal,8,0,1,-1,81.80973451327434,82.89159292035399,84.93362831858407,83.59026548672567
Puerto Rico,168,0,1,1,65.35714285714286,,,
Qatar,99,0,2,1,,,,
Romania,13,0,3,1,75.96756756756757,75.95729729729729,75.50162162162162,74.86054054054054
Scotland,14,0,1,0,76.67088607594937,75.62974683544304,75.77215189873418,77.34240506329114
Singapore,131,0,2,1,,,,
Slovakia,58,0,1,-1,73.24736842105263,74.98526315789474,72.04052631578948,75.65421052631578
South Africa,71,0,3,1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Spain,4,0,1,1,88.78481012658227,85.50928270042195,85.8746835443038,87.1278481012658
St. Kitts and Nevis,150,0,1,0,,,,
St. Lucia,185,0,2,1,,,,
Sudan,108,0,0,-1,,,62.29999999999999,
